Comment,Description,Designator,Footprint,LibRef,Quantity

"CON-SMA-EDGE-S","SMA Connector Jack, Female Socket - Board Edge, End Launch Solder","J1","RFSOLUTIONS_CON-SMA-EDGE-S","CON-SMA-EDGE-S","1"
